theta
0.6625712108290068
0.6261566046059921
1.4676439350643682
1.4667668512143275
0.6255643208556413
0.5625331310070038
2.291626705292351
0.5515243702353285
-0.3566668276743817
0.5188227673226803
-1.231053063637052
-1.2669958874768548
-1.2489738415675977
-2.165263373258008
-0.4711518951644415
-1.3621153279097742
-0.45195526564548766
-1.4103195950420122
-2.3940830527708963
-1.468196760409095
-2.345864642359288
-2.33407882571891
-2.3741702356976413
-2.4164912004789474
-3.26388716384117
-3.3002875665499496
-4.155806113751304
-4.919066301250366
-4.941849466965186
-5.053319458299417
-5.958054829621819
-5.103092739601122
-4.267918906182391
-3.34962504558468
-4.223693562951421
-2.5461498001013405
-2.460234560232347
-1.6864081729092544
-1.7400108214095533
-0.8861337026292613
-0.8333944865250478
0.7297793250430037
0.726844876345723
0.7406497250728645
-0.13410123721646133
-0.107620410086014
0.7244120625357175
-1.0327886342344206
-1.0515635321087233
-0.9786557859872738
-1.069705567429022
-2.7347507066850714
-3.485791486166843
-3.5751962841198006
-2.705263376815036
-3.6220874327689345
-3.6588886497892124
-3.5805363294200947
-3.6617911756658827
-3.6798905202179175
-4.40609070636352
-3.631946478674763
-3.71555751669875
-2.7970747757283236
-2.819259577097094
-2.1487931202598713
-2.9060002762543
-1.2713732492265966
1.029666815377805
2.6275877037009177
3.3744472236461034
4.150685562677629
3.383707945890008
4.168194102648549
4.118197273480572
2.5048047366171002
0.8998082632622442
-0.7136025774541848
-2.1562002291487308
-4.571182023969442
-5.362254809316493
-6.265194754162521
-7.685162433853703
-8.595537927786232
-8.586486129126587
-8.603958901494293
-8.582008613129235
-7.69016563553418
-6.166754648900239
-4.649841452306284
-2.2841007429097315
0.004036479934983612
2.3160301902389278
2.3255097744009188
3.832164964163151
4.619447090665681
4.589336870624023
4.595009978518746
5.370408357291593
4.591147291966743
4.526449690266335
2.9846132099183817
2.965979065594391
-0.13534384665310428
-0.11743717452662979
-1.6378400038585001
-3.9358461372035807
-4.702849020578735
-6.230141340192346
-8.476470213417059
-8.692918138013054
-9.383405549439567
-10.148819640905737
-10.770967359879913
-10.006400989878937
-8.556681467474673
-6.952399024180937
-4.917994361643502
-1.8668319211639284
1.9076060896095088
2.627353210858349
7.065241663808575
9.97003951507824
12.380947591321926
16.171618061002675
18.285868690207682
20.558765357874133
20.81409862884286
21.5092281053098
21.28142042886611
19.162065709749506
14.267410355998651
8.306327430873536
