
8,10
25,10
13,15
13,23
25,15
25,23
25,28
13,28
13,35
25,35
25,40
8,40
8,10
	
47,10
32,10
32,40
47,40
47,33
37,33
37,18
47,18
47,10
	
54,10
71,10
71,15
59,15
59,23
71,23
71,28
59,28
59,35
71,35
71,40
54,40
54,10
