# x,y
3241,1818
3238,1821
3239,1824
3240,1827
3243,1829
3245,1827
3245,1824
3244,1821
3242,1818
2361,343
2364,344
2367,344
2370,345
2373,345
2376,346
2379,346
2382,347
2385,347
2388,348
2391,348
2394,349
2397,350
2400,350
2403,351
2406,351
2409,352
2412,352
2415,353
2418,353
2421,354
2424,354
2427,355
2430,355
2433,356
2436,356
2439,357
2442,358
2445,358
2448,359
2451,359
2454,360
2457,360
2460,361
2463,361
2466,362
2469,362
2472,363
2475,363
2478,364
2481,364
2484,365
2487,365
2490,366
2493,367
2496,367
2499,368
2502,368
2505,369
2508,369
2511,370
2514,370
2517,371
2520,371
2523,372
2526,372
2529,373
2532,373
2535,374
2538,374
2541,375
2544,376
2547,376
2550,377
2553,377
2556,378
2559,378
2562,379
2565,379
2568,380
2571,380
2574,381
2577,381
2580,382
2583,382
2586,383
2589,384
2592,384
2595,385
2598,385
2601,386
2604,387
2607,390
2610,393
2613,396
2616,399
2619,402
2622,405
2625,408
2628,411
2631,414
2634,417
2637,420
2640,423
2643,426
2646,429
2649,432
2652,435
2655,438
2658,441
2661,444
2664,447
2667,450
2670,453
2673,456
2676,459
2679,462
2682,465
2685,468
2688,471
2691,474
2694,477
2697,480
2700,483
2703,486
2706,489
2709,492
2712,495
2715,498
2718,501
2721,504
2724,507
2727,510
2730,513
2733,516
2736,519
2739,522
2742,525
2745,528
2748,531
2751,534
2754,537
2757,540
2760,543
2763,546
2766,548
2769,551
2772,554
2775,557
2778,560
2781,563
2784,566
2787,569
2790,572
2793,575
2796,578
2799,581
2802,584
2805,587
2808,590
2811,593
2814,596
2817,599
2820,602
2823,605
2826,608
2829,611
2832,614
2835,617
2838,620
2841,623
2844,626
2847,629
2850,632
2853,635
2856,638
2859,641
2862,644
2865,647
2868,650
2871,653
2874,656
2877,659
2880,662
2883,665
2886,668
2889,671
2892,674
2895,677
2898,680
2901,683
2904,686
2907,689
2910,692
2913,695
2916,698
2919,701
2922,704
2925,707
2928,710
2929,713
2930,716
2931,719
2932,722
2932,725
2933,728
2934,731
2935,734
2936,737
2937,740
2938,743
2939,746
2939,749
2940,752
2941,755
2942,758
2943,761
2944,764
2945,767
2946,770
2947,773
2947,776
2948,779
2949,782
2950,785
2951,788
2952,791
2953,794
2954,797
2954,800
2955,803
2956,806
2957,809
2958,812
2959,815
2960,818
2961,821
2961,824
2962,827
2963,830
2964,833
2965,836
2966,839
2967,842
2968,845
2969,848
2969,851
2970,854
2971,857
2972,860
2973,863
2974,866
2975,869
2976,872
2976,875
2977,878
2978,881
2979,884
2980,887
2981,890
2982,893
2983,896
2984,899
2984,902
2985,905
2986,908
2987,911
2988,914
2989,917
2990,920
2991,923
2991,926
2992,929
2993,932
2994,935
2995,938
2996,941
2997,944
2998,947
2998,950
2999,953
3000,956
3001,959
3002,962
3003,965
3004,968
3005,971
3006,974
3006,977
3007,980
